OTU	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	realm	phylum	class	order	family	genus	species
ZOTU1081	1	1	0	0	3	2	0	2	0	0	0	2	3	3	9	2	1	0	0	0	0	0	0	0	0	0	0	9	4	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 Christensenellaceae_R-7_group	 uncultured_organism
ZOTU1162	3	2	2	3	5	2	3	1	1	5	4	9	7	1	2	1	4	7	0	0	0	0	0	0	0	0	0	0	1	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU812	1	0	0	1	2	0	0	0	0	0	1	1	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU771	1	7	0	0	6	1	0	2	1	0	0	0	9	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Bacteria	 Firmicutes	 Erysipelotrichia	 Erysipelotrichales	 Erysipelotrichaceae	 Dielma	 
ZOTU677	1	3	0	0	2	0	0	2	0	0	0	1	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	13	12	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium_9	 uncultured_bacterium
ZOTU1148	1	0	1	0	0	0	0	0	1	0	1	2	2	1	2	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	Bacteria	 	 	 	 	 	 
ZOTU1029	1	0	1	1	1	3	0	0	1	0	0	0	4	0	2	0	0	1	3	0	5	14	2	6	3	12	2	2	2	13	Bacteria	 Actinobacteria	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 uncultured	 uncultured_bacterium
ZOTU773	4	9	0	2	11	9	2	3	4	1	0	3	16	13	18	2	5	3	0	0	0	0	0	0	0	0	0	6	7	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 uncultured_bacterium
ZOTU1047	1	0	3	0	0	0	0	0	0	0	0	0	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU901	1	0	3	0	6	0	0	2	1	0	2	2	5	0	7	3	3	1	0	0	0	1	0	2	0	2	1	20	33	9	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnospiraceae_NK4A136_group	 
ZOTU1139	1	1	0	0	1	1	0	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Bacteria	 	 	 	 	 	 
ZOTU1107	1	13	0	0	8	4	2	0	1	0	1	0	8	6	9	0	0	0	0	0	0	0	0	0	0	0	0	1	7	3	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-005	 uncultured_bacterium
ZOTU1062	1	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU718	1	1	1	0	1	3	1	0	2	0	0	0	6	0	11	0	1	1	0	0	0	0	1	0	0	0	0	7	0	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU347	1	3	1	0	4	3	0	3	0	1	7	4	14	6	8	3	4	0	0	1	2	2	2	1	6	4	8	38	63	146	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Coprococcus_1	 
ZOTU1040	1	4	0	1	1	1	2	0	0	0	1	0	6	1	2	1	0	0	16	40	4	0	0	0	0	0	0	0	0	0	Bacteria	 	 	 	 	 	 
ZOTU1478	1	1	1	1	1	1	1	0	4	2	8	5	6	5	3	8	11	11	0	0	0	0	0	0	0	1	0	14	15	17	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnoclostridium	 
ZOTU1209	1	52	1	1	31	24	0	1	1	1	6	6	62	33	63	4	4	12	0	0	0	1	0	0	0	0	0	41	82	23	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium_5	 uncultured_bacterium
ZOTU510	0	1	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	33	35	63	123	76	99	84	93	67	0	0	296	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-014	 uncultured_bacterium
ZOTU601	0	3	0	4	1	1	1	0	2	0	0	0	4	3	3	0	0	1	1	0	1	1	1	1	0	1	2	4	2	7	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 
ZOTU1458	0	11	0	0	18	16	2	0	1	0	1	0	23	12	19	0	0	4	0	0	1	9	1	3	2	0	1	8	8	7	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Blautia	 
ZOTU772	0	5	1	0	6	6	0	2	1	0	0	0	9	3	5	0	0	0	0	0	0	0	0	0	1	0	0	4	5	2	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium	 uncultured_bacterium
ZOTU1160	0	6	1	1	6	7	0	0	0	1	5	11	10	9	6	0	1	7	0	0	0	0	0	0	0	0	0	14	10	2	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU828	0	2	1	1	3	1	0	0	2	0	0	2	2	1	5	0	0	2	0	0	1	5	4	1	1	3	2	10	4	23	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-010	 uncultured_bacterium
ZOTU898	0	3	1	0	2	4	1	2	0	0	0	0	3	2	1	1	0	0	0	0	0	0	0	1	0	0	0	5	3	8	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium_5	 
ZOTU824	0	1	0	0	3	4	0	0	0	0	0	0	0	0	3	0	1	0	1	0	1	2	0	1	1	2	1	2	0	2	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU675	0	2	3	1	3	4	0	0	0	0	1	0	14	9	6	1	2	1	2	0	3	0	2	2	3	0	7	11	8	25	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 Christensenellaceae_R-7_group	 uncultured_bacterium
ZOTU558	0	11	1	0	16	11	0	0	0	3	1	5	68	33	38	3	2	2	0	0	0	0	0	0	1	0	0	42	43	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-010	 
ZOTU1342	0	5	5	4	6	6	1	2	6	3	2	3	14	9	16	1	6	1	0	0	1	1	1	1	0	0	0	27	27	15	Bacteria	 Actinobacteria	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 uncultured	 
ZOTU580	0	2	5	1	13	2	0	3	3	0	0	2	5	8	6	3	4	5	0	0	0	0	0	0	0	0	0	56	42	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Family_XIII	 Family_XIII_AD3011_group	 
ZOTU1233	0	13	4	1	12	8	3	1	2	0	0	3	10	17	5	2	0	1	8	4	5	7	3	1	3	13	7	32	45	44	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU738	0	8	2	1	11	2	0	3	4	0	1	1	11	3	10	0	0	5	0	0	0	0	0	0	0	0	0	8	11	0	Bacteria	 Tenericutes	 Mollicutes	 Mollicutes_RF9	 uncultured_bacterium	 uncultured_bacterium	 uncultured_bacterium
ZOTU1302	0	1	1	0	0	2	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	50	109	27	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU373	0	36	0	0	42	35	2	1	0	1	0	0	23	14	17	0	1	1	0	0	0	0	0	0	0	0	0	6	7	0	Bacteria	 Firmicutes	 Erysipelotrichia	 Erysipelotrichales	 Erysipelotrichaceae	 Erysipelatoclostridium	 
ZOTU363	0	3	3	1	4	4	0	0	0	2	4	2	4	3	6	2	4	0	4	1	3	12	4	8	11	12	8	17	19	75	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 
ZOTU1252	0	19	0	1	16	19	0	0	0	0	0	0	23	13	13	0	0	0	0	0	1	4	2	2	0	0	0	0	1	2	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU714	0	8	6	2	11	8	0	1	1	1	2	0	27	13	24	3	9	8	0	0	1	3	0	1	1	1	1	30	25	6	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiales_vadinBB60_group	 uncultured_bacterium	 
ZOTU399	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	6	1	4	1	4	32	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Alistipes	 
ZOTU623	0	4	1	0	2	0	0	0	1	2	0	2	11	8	5	0	0	2	0	0	0	0	0	0	0	0	0	16	17	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 uncultured	 
ZOTU813	0	5	1	1	5	3	0	2	2	0	0	3	11	3	7	0	3	3	0	0	0	0	0	0	0	0	0	11	11	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-005	 
ZOTU1100	0	2	0	0	0	1	1	0	1	0	0	0	4	1	0	0	0	1	0	1	0	1	0	1	0	1	0	3	5	7	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Family_XI	 Gemella	 
ZOTU1339	0	8	0	0	16	8	0	0	0	0	0	0	29	9	21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU1462	0	3	0	0	5	1	2	0	1	0	0	0	11	5	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Cyanobacteria	 Chloroplast	 	 	 	 
ZOTU976	0	1	1	0	2	2	0	0	4	1	1	1	2	2	3	0	0	0	0	0	1	3	1	5	1	1	0	0	1	3	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Family_XI	 Gemella	 
ZOTU750	0	2	1	0	6	2	0	0	0	0	0	0	4	2	8	0	0	0	0	2	2	2	1	1	1	1	0	3	2	8	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 uncultured_organism
ZOTU1235	0	8	2	0	17	5	1	0	0	1	2	1	18	15	12	1	0	0	3	0	2	30	21	29	11	5	3	0	2	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU1456	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	4	3	1	4	3	0	0	21	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 uncultured	 
ZOTU1400	0	4	0	2	2	0	0	0	0	0	0	1	4	6	4	0	1	0	0	0	0	1	0	0	0	0	1	10	8	5	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU164	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	80	358	956	468	592	602	526	755	0	0	5326	Bacteria	 Firmicutes	 Erysipelotrichia	 Erysipelotrichales	 Erysipelotrichaceae	 Holdemanella	 uncultured_bacterium
ZOTU470	0	2	0	0	0	1	0	0	0	0	0	2	1	2	0	0	0	0	1	0	0	0	1	0	0	2	0	4	2	4	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-005	 uncultured_bacterium
ZOTU947	0	2	0	1	1	1	0	0	1	0	2	2	2	2	6	1	1	3	0	0	0	0	0	0	0	0	0	1	5	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Coprococcus_1	 uncultured_bacterium
ZOTU1095	0	1	1	1	3	3	1	1	0	0	0	0	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-013	 uncultured_bacterium
ZOTU1083	0	1	1	0	2	1	0	0	2	0	0	0	11	3	2	2	0	3	0	0	0	0	0	0	0	0	0	8	3	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 	 
ZOTU825	0	3	1	0	5	3	0	0	0	0	0	0	7	2	7	1	1	0	0	0	0	0	0	0	0	0	0	3	10	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 uncultured_bacterium
ZOTU1283	0	12	0	0	4	4	0	1	0	0	1	0	13	13	24	0	1	0	0	0	0	0	1	0	0	0	0	13	30	3	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU279	0	4	3	0	6	6	2	3	3	3	1	1	13	6	8	1	6	4	2	1	3	7	1	5	4	7	5	11	7	23	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 Christensenellaceae_R-7_group	 uncultured_bacterium
ZOTU1492	0	9	0	0	8	4	0	0	0	0	0	1	46	23	12	1	2	0	0	0	0	0	0	0	0	1	2	136	209	48	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU989	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	1	1	3	3	6	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 uncultured_bacterium
ZOTU446	0	1	0	0	2	0	1	0	0	0	1	0	6	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	1	3	Bacteria	 Lentisphaerae	 Lentisphaeria	 Victivallales	 Victivallaceae	 Victivallis	 
ZOTU805	0	3	1	0	2	3	1	0	1	0	0	1	12	5	14	3	0	4	0	0	0	2	0	0	0	2	2	5	4	12	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Papillibacter	 uncultured_bacterium
ZOTU618	0	1	2	1	0	6	4	2	0	1	0	0	8	2	1	0	0	1	0	0	0	0	0	0	0	0	0	8	2	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 
ZOTU1246	0	2	1	2	4	3	1	2	1	1	4	1	14	4	7	0	2	1	0	0	0	2	0	0	1	0	0	9	5	3	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacteraceae	 Gelria	 
ZOTU1110	0	1	0	0	2	1	0	0	0	0	2	0	2	4	0	0	0	1	0	0	0	0	0	0	0	0	0	8	12	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU1355	0	9	2	0	29	26	0	0	2	0	1	3	24	10	16	0	1	0	3	1	1	10	6	5	1	2	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU725	0	1	1	0	3	2	0	0	0	0	1	2	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	5	3	2	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Anaerotruncus	 uncultured_bacterium
ZOTU1262	0	3	1	0	4	3	1	1	1	0	0	1	6	0	3	0	0	3	0	0	0	0	0	0	0	0	0	4	2	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Butyricicoccus	 
ZOTU1103	0	2	1	0	0	2	0	0	0	0	0	1	6	2	3	0	1	0	0	0	0	0	0	0	0	0	0	8	6	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 	 
ZOTU637	0	1	0	0	1	0	2	0	0	0	0	0	1	1	5	2	0	0	0	0	0	0	0	0	0	0	0	5	7	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Family_XIII	 Family_XIII_AD3011_group	 uncultured_bacterium
ZOTU689	0	1	0	0	1	0	1	0	1	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Family_XI	 Peptoniphilus	 
ZOTU1357	0	1	1	1	0	0	2	0	0	1	0	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU611	0	3	1	1	2	1	1	0	0	1	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	0	5	2	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 uncultured_bacterium
ZOTU1385	0	4	0	0	2	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	Bacteria	 	 	 	 	 	 
ZOTU906	0	4	4	0	7	3	0	1	1	0	2	1	12	3	4	0	1	0	0	0	0	0	0	0	0	1	0	10	8	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Anaerotruncus	 
ZOTU742	0	2	0	0	1	3	1	0	0	0	2	1	2	1	1	0	0	2	0	1	0	2	0	1	0	2	0	4	8	6	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnospiraceae_NK4A136_group	 
ZOTU954	0	6	1	0	5	0	0	0	0	0	0	1	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 uncultured_bacterium
ZOTU684	0	2	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	1	0	0	0	0	0	0	25	16	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]_torques_group	 
ZOTU1449	0	2	0	0	2	2	0	0	0	0	0	0	2	1	6	0	0	0	0	0	0	0	0	0	0	0	0	6	6	2	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 uncultured	 uncultured_bacterium
ZOTU768	0	1	0	0	4	1	0	0	0	0	0	0	8	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	144	1	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 	 
ZOTU541	0	1	5	1	1	4	0	1	0	1	1	1	9	1	10	4	5	3	0	0	0	1	0	0	2	0	1	292	658	94	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU1469	0	2	1	0	0	1	1	1	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Alistipes	 
ZOTU631	0	2	1	0	1	3	4	2	1	0	1	2	9	2	9	0	0	1	0	1	0	0	1	2	0	0	0	0	1	12	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 Christensenella	 
ZOTU669	0	2	0	3	6	3	0	3	0	1	0	0	3	2	12	1	2	1	0	0	0	0	0	0	0	0	0	12	10	0	Bacteria	 	 	 	 	 	 
ZOTU1354	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU1168	0	3	2	0	8	3	1	3	2	0	0	0	4	6	7	0	3	1	0	0	0	1	0	0	0	1	1	9	9	2	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium	 uncultured_bacterium
ZOTU1141	0	1	24	10	0	2	0	0	0	16	20	30	2	3	0	19	23	18	2	1	0	5	2	0	2	3	4	12	8	81	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnospiraceae_UCG-010	 uncultured_bacterium
ZOTU304	0	2	0	2	0	1	0	0	0	0	2	3	6	0	1	2	3	3	5	2	6	9	5	8	5	5	5	15	12	131	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus_1	 
ZOTU604	0	2	1	0	1	0	0	1	1	0	0	0	4	2	2	0	1	2	0	0	2	2	2	0	2	4	3	11	9	32	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
ZOTU1384	0	1	1	3	2	1	3	5	8	0	2	2	2	0	2	2	1	1	0	0	0	0	0	0	0	0	0	2	2	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU625	0	2	2	0	1	0	0	2	1	1	1	0	12	3	10	0	3	5	0	0	0	0	0	0	0	0	0	21	24	1	Bacteria	 Firmicutes	 Erysipelotrichia	 Erysipelotrichales	 Erysipelotrichaceae	 Erysipelatoclostridium	 
ZOTU560	0	1	4	1	3	1	0	1	2	1	4	1	5	2	8	1	3	1	5	3	3	8	3	4	4	8	8	9	14	58	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Marvinbryantia	 uncultured_bacterium
ZOTU869	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	3	1	7	7	9	3	5	6	5	1	2	57	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Blautia	 
ZOTU172	0	2	0	0	1	5	0	0	0	0	3	0	0	0	0	0	0	0	5369	786	5033	37	21	21	2342	18513	14886	4	0	465	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
ZOTU57	0	1	0	0	4	6	0	0	0	0	1	0	6	4	10	0	0	0	1434	1449	1352	5399	3873	2737	3110	2899	3833	13	14	20366	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Lactococcus	 
ZOTU796	0	3	0	0	2	3	3	0	0	1	0	2	7	1	6	0	0	1	0	0	0	1	1	0	0	1	1	1	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Family_XI	 Ezakiella	 uncultured_bacterium
ZOTU296	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Coprococcus_1	 
ZOTU902	0	2	2	1	2	2	0	1	0	1	0	0	2	3	5	0	1	0	0	0	0	0	1	0	2	1	0	7	2	4	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Candidatus_Soleaferrea	 uncultured_bacterium
ZOTU1494	0	1	1	1	10	8	0	1	1	2	0	0	11	4	6	0	0	0	1	1	0	7	2	4	1	0	2	0	5	5	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Actinomycetaceae	 Actinomyces	 
ZOTU60	0	1	0	0	0	1	0	0	0	1	0	0	1	1	2	0	2	3	0	0	0	0	0	0	0	0	0	6	2	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Staphylococcaceae	 Staphylococcus	 
ZOTU998	0	2	0	1	4	0	1	1	2	1	1	1	10	4	4	1	2	0	1	1	0	1	2	2	1	0	0	5	3	3	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU671	0	1	0	1	0	0	0	5	1	2	1	4	2	0	2	2	3	2	0	0	0	0	0	0	1	0	0	9	11	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU1043	0	1	0	0	3	0	0	0	0	1	0	1	3	2	2	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 uncultured	 uncultured_bacterium
ZOTU693	0	1	0	0	2	0	1	0	0	0	0	0	1	2	2	2	0	0	3	3	4	8	4	7	7	6	4	1	1	50	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 Christensenellaceae_R-7_group	 
ZOTU171	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	4600	7312	2757	16	1	0	0	1	1	1	0	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae_1	 Clostridium_sensu_stricto_1	 
ZOTU481	0	2	0	1	2	5	0	2	1	2	0	1	6	0	4	0	0	0	0	0	0	0	1	0	2	1	0	2	2	7	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Anaerofilum	 uncultured_bacterium
ZOTU897	0	2	0	0	2	1	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	4	3	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 uncultured_bacterium
ZOTU94	0	1	0	1	0	0	2	0	1	0	0	0	0	0	2	0	2	1	3	0	5	15	4	2	18	2	5	0	0	15	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Anaerotruncus	 uncultured_bacterium
ZOTU343	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	8	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]_torques_group	 
ZOTU1465	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	3	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 uncultured	 uncultured_bacterium
ZOTU1275	0	1	1	1	3	2	0	0	0	1	1	2	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU935	0	1	0	0	1	0	0	0	0	0	1	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	8	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU1256	0	1	0	0	1	1	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	5	9	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Family_XIII	 	 
ZOTU603	0	1	0	0	0	0	2	1	6	2	0	1	1	0	3	0	2	0	2	0	0	1	0	1	0	1	1	19	14	8	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 
ZOTU1169	0	1	0	0	0	0	0	2	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Anaerotruncus	 
ZOTU838	0	1	0	0	5	2	0	0	1	0	1	0	0	4	8	1	0	0	0	0	0	1	0	0	1	1	0	3	3	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU860	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	4	0	4	3	4	1	1	2	8	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 uncultured_bacterium
ZOTU1104	0	0	1	0	2	0	0	2	1	0	0	1	4	5	9	0	1	0	0	0	0	1	0	0	1	1	0	4	4	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 Christensenellaceae_R-7_group	 
